stockid,tsn,scientificname,commonname,areaid,country,areatype,areacode,areaname,alternateareaname
PTOOTHFISHCH,642807,Dissostichus eleginoides,Patagonian toothfish,multinational-SUBPESCA-CFP-SCH-ARG,multinational,SUBPESCA-CFP,SCH-ARG,South Chile Argentina,NA
PTOOTHFISHMI,642807,Dissostichus eleginoides,Patagonian toothfish,Australia-AFMA-MI,Australia,AFMA,MI,Macquarie Island,NA
PTOOTHFISHPEI,642807,Dissostichus eleginoides,Patagonian toothfish,South Africa-DETMCM-PEI,South Africa,DETMCM,PEI,South Africa Subantarctic Prince Edward Islands,NA
QROCKPCOASTIN,166726,Sebastes maliger,Quillback rockfish,Canada-DFO-PCOASTIN,Canada,DFO,PCOASTIN,Pacific Coast of Canada (Inside),NA
QROCKPCOASTOUT,166726,Sebastes maliger,Quillback rockfish,Canada-DFO-PCOASTOUT,Canada,DFO,PCOASTOUT,Pacific Coast of Canada (Outside),NA
QUAHATLC,81343,Arctica islandica,Ocean quahog,USA-NMFS-ATLC,USA,NMFS,ATLC,Atlantic Coast,NA
RBRMECS,647892,Pagrus major,Red seabream,Japan-FAJ-ECS,Japan,FAJ,ECS,East China Sea,NA
RBRMIX,169212,Pagellus bogaraveo,Red seabream,multinational-ICES-IX,multinational,ICES,IX,ICES 9,NA
RBRMMEDGSA1-3,169212,Pagellus bogaraveo,Red seabream,multinational-GFCM-GSA1-3,multinational,GFCM,GSA1-3,"Alboran Island Sea (GSA 1,3)",NA
RBRMSETOE,647892,Pagrus major,Red seabream,Japan-FAJ-SETOE,Japan,FAJ,SETOE,Inland Sea of Japan (East),NA
RBRMSETOW,647892,Pagrus major,Red seabream,Japan-FAJ-SETOW,Japan,FAJ,SETOW,Inland Sea of Japan (West),NA
RBRMVI-VII-VIII,169212,Pagellus bogaraveo,Red seabream,multinational-ICES-VI-VII-VIII,multinational,ICES,VI-VII-VIII,ICES 6-7-8,NA
RBRMX,169212,Pagellus bogaraveo,Red seabream,multinational-ICES-X,multinational,ICES,X,Azores Grounds,NA
RDEEPCRABNWATL,620992,Chaceon quinquedens,Red deepsea crab,USA-NMFS-NWATL,USA,NMFS,NWATL,Northwestern Atlantic,NA
RDSHRMPMEDGSA1,96062,Aristeus antennatus,Red shrimp,multinational-GFCM-GSA1,multinational,GFCM,GSA1,Northern Alboran Sea,NA
RDSHRMPMEDGSA10,96062,Aristeus antennatus,Red shrimp,multinational-GFCM-GSA10,multinational,GFCM,GSA10,South Tyrrhenian Sea,NA
RDSHRMPMEDGSA15-16,96062,Aristeus antennatus,Red shrimp,multinational-GFCM-GSA15-16,multinational,GFCM,GSA15-16,"Malta Island and South of Sicily (GSA 15, 16)",NA
RDSHRMPMEDGSA6,96062,Aristeus antennatus,Red shrimp,multinational-GFCM-GSA6,multinational,GFCM,GSA6,Northern Spain,NA
REDDEEP2J3K-3LNO,166756,Sebastes mentella,Deepwater redfish,Canada-DFO-2J3K-3LNO,Canada,DFO,2J3K-3LNO,NAFO Divisions 2J3K-3LNO,NA
REDDEEPDP-1-2-V-XII-XIV,166756,Sebastes mentella,Beaked redfish,multinational-ICES-DP-1-2-V-XII-XIV,multinational,ICES,DP-1-2-V-XII-XIV,ICES 5-12-14 and NAFO Subareas 1-2 (deep),NA
REDDEEPI-II,166756,Sebastes mentella,Deepwater redfish,multinational-ICES-I-II,multinational,ICES,I-II,North-East Arctic,NA
REDDEEPSH1-2-V-XII-XIV,166756,Sebastes mentella,Beaked redfish,multinational-ICES-SH-1-2-V-XII-XIV,multinational,ICES,SH-1-2-V-XII-XIV,ICES 5-12-14 and NAFO Subareas 1-2 (shallow),NA
REDDEEPUT12,166756,Sebastes mentella,Deepwater redfish,Canada-DFO-UT12,Canada,DFO,UT12,Units 1 and 2,NA
REDDEEPVa-XIV,166756,Sebastes mentella,Beaked redfish,multinational-ICES-Va-XIV,multinational,ICES,Va-XIV,ICES 5a-14,NA
REDDEEPXIVb,166756,Sebastes mentella,Beaked redfish,multinational-ICES-XIVb,multinational,ICES,XIVb,Southeast Greenland,NA
REDFEAUS,622131,Centroberyx affinis,Redfish,Australia-AFMA-EAUS,Australia,AFMA,EAUS,Eastern Australia,NA
REDFISHSPP1,166705,Sebastes spp,Redfish species,multinational-NAFO-1,multinational,NAFO,1,West Greenland,NA
REDFISHSPP23K,166705,Sebastes spp,Redfish species,Canada-DFO-23K,Canada,DFO,23K,Labrador - NE Newfoundland,NA
REDFISHSPP3LN,166705,Sebastes spp,Redfish species,multinational-NAFO-3LN,multinational,NAFO,3LN,N and SW Grand Banks,NA
REDFISHSPP3M,166705,Sebastes spp,Redfish species,multinational-NAFO-3M,multinational,NAFO,3M,Flemish Cap,NA
REDFISHSPP3Pn4RSTVn,166705,Sebastes spp,Redfish species,Canada-DFO-3Pn4RSTVn,Canada,DFO,3Pn4RSTVn,Gulf of St. Lawrence and Cabot Strait,NA
REDFISHSPPUT1,166705,Sebastes spp,Redfish species,Canada-DFO-UT1,Canada,DFO,UT1,Unit 1,NA
REDFISHSPPUT2,166705,Sebastes spp,Redfish species,Canada-DFO-UT2,Canada,DFO,UT2,Unit 2,NA
REXSOLEGA,172978,Glyptocephalus zachirus,Rex sole,USA-NMFS-GA,USA,NMFS,GA,Gulf of Alaska,NA
REXSOLEPCOAST,172978,Glyptocephalus zachirus,Rex sole,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
REYEROCKBSAI,166706,Sebastes aleutianus,Rougheye rockfish,USA-NMFS-BSAI,USA,NMFS,BSAI,Bering Sea and Aleutian Islands,NA
REYEROCKGA,166706,Sebastes aleutianus,Rougheye rockfish,USA-NMFS-GA,USA,NMFS,GA,Gulf of Alaska,NA
RGROUPGM,167702,Epinephelus morio,Red grouper,USA-NMFS-GM,USA,NMFS,GM,Gulf of Mexico,NA
RGROUPSATL,167702,Epinephelus morio,Red grouper,USA-NMFS-SATL,USA,NMFS,SATL,South Atlantic,NA
RGURNNEATL,692071,Chelidonichthys cuculus,Red gurnard,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,multinational,ICES,I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Northeast Atlantic,I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV
RHAKEGOMNGB,164730,Urophycis chuss,Red hake,USA-NMFS-GOMNGB,USA,NMFS,GOMNGB,Gulf of Maine / Northern Georges Bank,NA
RHAKESGBMATL,164730,Urophycis chuss,Red hake,USA-NMFS-SGBMATL,USA,NMFS,SGBMATL,Southern Georges Bank / Mid-Atlantic,NA
RHERRPAC,161743,Etrumeus teres,Round herring,Japan-FAJ-PAC,Japan,FAJ,PAC,Pacific Ocean,NA
RHERRTSST,161743,Etrumeus teres,Round herring,Japan-FAJ-TSST,Japan,FAJ,TSST,Tsushima Strait,NA
RHGRENNEATL,165421,Macrourus berglax,Roughhead grenadier,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-X-XII-XIV,multinational,ICES,I-II-III-IV-V-VI-VII-VIII-IX-X-XII-XIV,Northeast Atlantic,NA
RKCRABAIWS,97935,Paralithodes camtschaticus,Red king crab,USA-NMFS-AIWS,USA,NMFS,AIWS,Aleutian Islands Western segment,NA
RKCRABBB,97935,Paralithodes camtschaticus,Red king crab,USA-NMFS-BB,USA,NMFS,BB,Bristol Bay,NA
RKCRABNS,97935,Paralithodes camtschaticus,Red king crab,USA-NMFS-NS,USA,NMFS,NS,Norton Sound,NA
RKCRABPI,97935,Paralithodes camtschaticus,Red king crab,USA-NMFS-PI,USA,NMFS,PI,Pribilof Islands,NA
RMULLMEDGSA1,169419,Mullus barbatus,Red mullet,multinational-GFCM-GSA1,multinational,GFCM,GSA1,Northern Alboran Sea,NA
RMULLMEDGSA10,169419,Mullus barbatus,Red mullet,multinational-GFCM-GSA10,multinational,GFCM,GSA10,South Tyrrhenian Sea,NA
RMULLMEDGSA11,169419,Mullus barbatus,Red mullet,multinational-GFCM-GSA11,multinational,GFCM,GSA11,Sardinia,NA
RMULLMEDGSA15-16,169419,Mullus barbatus,Red mullet,multinational-GFCM-GSA15-16,multinational,GFCM,GSA15-16,"Malta Island and South of Sicily (GSA 15, 16)",NA
RMULLMEDGSA17-18,169419,Mullus barbatus,Red mullet,multinational-GFCM-GSA17-18,multinational,GFCM,GSA17-18,"Adriatic Sea (GSA 17,18)",NA
RMULLMEDGSA19,169419,Mullus barbatus,Red mullet,multinational-GFCM-GSA19,multinational,GFCM,GSA19,Western Ionian Sea,NA
RMULLMEDGSA25,169419,Mullus barbatus,Red mullet,multinational-GFCM-GSA25,multinational,GFCM,GSA25,Cyprus Island,NA
RMULLMEDGSA29,169419,Mullus barbatus,Red mullet,multinational-GFCM-GSA29,multinational,GFCM,GSA29,Black Sea,NA
RMULLMEDGSA5,169419,Mullus barbatus,Red mullet,multinational-GFCM-GSA5,multinational,GFCM,GSA5,Balearic Island,NA
RMULLMEDGSA6,169419,Mullus barbatus,Red mullet,multinational-GFCM-GSA6,multinational,GFCM,GSA6,Northern Spain,NA
RMULLMEDGSA7,169419,Mullus barbatus,Red mullet,multinational-GFCM-GSA7,multinational,GFCM,GSA7,Gulf of Lions,NA
RMULLMEDGSA9,169419,Mullus barbatus,Red mullet,multinational-GFCM-GSA9,multinational,GFCM,GSA9,Ligurian and North Tyrrhenian Sea,NA
RNGENI-II-IV-Va2-VIII-IX-XIVab2,165350,Coryphaenoides rupestris,Roundnose grenadier,multinational-ICES-I-II-IV-Va2-VIII-IX-XIVab2,multinational,ICES,I-II-IV-Va2-VIII-IX-XIVab2,ICES 1-2-4-5a2-8-9-14ab2,NA
RNGENMATLR,165350,Coryphaenoides rupestris,Roundnose grenadier,multinational-ICES-MATLR,multinational,ICES,MATLR,Mid-Atlantic Ridge,NA
RNGENVb-VI-VII-XIIb,165350,Coryphaenoides rupestris,Roundnose grenadier,multinational-ICES-Vb-VI-VII-XIIb,multinational,ICES,Vb-VI-VII-XIIb,ICES 5b-6-7-12b,NA
RNGRENIIIa,165350,Coryphaenoides rupestris,Roundnose grenadier,multinational-ICES-IIIa,multinational,ICES,IIIa,Kattegat and Skagerrak,Skagerrak
ROCKCRABLFA23-26,98679,Cancer irroratus,Rock crab,Canada-DFO-4T,Canada,DFO,4T,Southern Gulf of St. Lawrence,NA
ROCKCRABQCW,98679,Cancer irroratus,Rock crab,Canada-DFO-QCW,Canada,DFO,QCW,Quebec Coastal Waters,NA
RPANDCWACIV-BEN,647898,Pagellus bellottii,Red pandora,multinational-FAO-CWACIV-BEN,multinational,FAO,CWACIV-BEN,Central West Africa Cote Divoire-Benin,NA
RPORGYSATLC,169207,Pagrus pagrus,Red porgy,USA-NMFS-SATLC,USA,NMFS,SATLC,Southern Atlantic coast,NA
RROCKLOBSTERCRA1,660225,Jasus edwardsii,Red rock lobster,New Zealand-MFish-CRA1,New Zealand,MFish,CRA1,New Zealand Area CRA1,NA
RROCKLOBSTERCRA2,660225,Jasus edwardsii,Red rock lobster,New Zealand-MFish-CRA2,New Zealand,MFish,CRA2,New Zealand Area CRA2,NA
RROCKLOBSTERCRA3,660225,Jasus edwardsii,Red rock lobster,New Zealand-MFish-CRA3,New Zealand,MFish,CRA3,New Zealand Area CRA3,NA
RROCKLOBSTERCRA4,660225,Jasus edwardsii,Red rock lobster,New Zealand-MFish-CRA4,New Zealand,MFish,CRA4,New Zealand Area CRA4,NA
RROCKLOBSTERCRA5,660225,Jasus edwardsii,Red rock lobster,New Zealand-MFish-CRA5,New Zealand,MFish,CRA5,New Zealand Area CRA5,NA
RROCKLOBSTERCRA7,660225,Jasus edwardsii,Red rock lobster,New Zealand-MFish-CRA7,New Zealand,MFish,CRA7,New Zealand Area CRA7,NA
RROCKLOBSTERCRA8,660225,Jasus edwardsii,Red rock lobster,New Zealand-MFish-CRA8,New Zealand,MFish,CRA8,New Zealand Area CRA8,NA
RROCKLOBSTERSAUSNZ,660225,Jasus edwardsii,Rock lobster,Australia-SARDI-SAUSNZ,Australia,SARDI,SAUSNZ,South Australia Northern Zone,NA
RROCKLOBSTERSAUSSZ,660225,Jasus edwardsii,Rock lobster,Australia-SARDI-SAUSSZ,Australia,SARDI,SAUSSZ,South Australia Southern Zone,NA
RSARDCWACIV-BEN,161763,Sardinella aurita,Round sardinella,multinational-FAO-CWACIV-BEN,multinational,FAO,CWACIV-BEN,Central West Africa Cote Divoire-Benin,NA
RSARDNWA,161763,Sardinella aurita,Round sardinella,multinational-FAO-NWA,multinational,FAO,NWA,North West Africa,NA
RSFLOUNSOJ,172869,Eopsetta grigorjewi,Round nose flounder,Japan-FAJ-SOJ,Japan,FAJ,SOJ,Sea of Japan,NA
RSHRMPMEDGSA1,95733,Parapenaeus longirostris,Deep water rose shrimp,multinational-GFCM-GSA1,multinational,GFCM,GSA1,Northern Alboran Sea,NA
RSHRMPMEDGSA10,95733,Parapenaeus longirostris,Deep water rose shrimp,multinational-GFCM-GSA10,multinational,GFCM,GSA10,South Tyrrhenian Sea,NA
RSHRMPMEDGSA11,95733,Parapenaeus longirostris,Deep water rose shrimp,multinational-GFCM-GSA11,multinational,GFCM,GSA11,Sardinia,NA
RSHRMPMEDGSA12-16,95733,Parapenaeus longirostris,Deep water rose shrimp,multinational-GFCM-GSA12-16,multinational,GFCM,GSA12-16,Geographical Sub-Areas 12-16,NA
RSHRMPMEDGSA17-19,95733,Parapenaeus longirostris,Deep water rose shrimp,multinational-GFCM-GSA17-19,multinational,GFCM,GSA17-19,Geographical Sub-Areas 17-19,NA
RSHRMPMEDGSA18,95733,Parapenaeus longirostris,Deep water rose shrimp,multinational-GFCM-GSA18,multinational,GFCM,GSA18,Southern Adriatic Sea,NA
RSHRMPMEDGSA5,95733,Parapenaeus longirostris,Deep water rose shrimp,multinational-GFCM-GSA5,multinational,GFCM,GSA5,Balearic Island,NA
RSHRMPMEDGSA9,95733,Parapenaeus longirostris,Deep water rose shrimp,multinational-GFCM-GSA9,multinational,GFCM,GSA9,Ligurian and North Tyrrhenian Sea,NA
RSHRMPMEDGSA9-11,95733,Parapenaeus longirostris,Deep water rose shrimp,multinational-GFCM-GSA9-11,multinational,GFCM,GSA9-11,Geographical Sub-Areas 9-11,NA
RSKATMATLC,564136,Leucoraja garmani,Rosette skate,USA-NMFS-MATLC,USA,NMFS,MATLC,Mid-Atlantic Coast,NA
RSNAPGM,168853,Lutjanus campechanus,Red snapper,USA-NMFS-GM,USA,NMFS,GM,Gulf of Mexico,NA
RSNAPSATLC,168853,Lutjanus campechanus,Red snapper,USA-NMFS-SATLC,USA,NMFS,SATLC,Southern Atlantic coast,NA
RSOLE5AB,172917,Lepidopsetta bilineata,Rock sole,Canada-DFO-5AB,Canada,DFO,5AB,Queen Charlotte Sound,NA
RSOLEGA,172917,Lepidopsetta bilineata,Rock sole,USA-NMFS-GA,USA,NMFS,GA,Gulf of Alaska,NA
RSOLEHSTR,172917,Lepidopsetta bilineata,Rock sole,Canada-DFO-HS,Canada,DFO,HS,Hecate Strait,NA
RSQLOBSTERCH,-993,Pleuroncodes monodon,Red squat lobster,Chile-SUBPESCA-CH,Chile,SUBPESCA,CH,Chile,NA
RSQLOBSTERCSCH,-993,Pleuroncodes monodon,Red squat lobster,Chile-SUBPESCA-CH-CS,Chile,SUBPESCA,CH-CS,Central-Southern Chile,NA
RSQLOBSTERNCH,-993,Pleuroncodes monodon,Red squat lobster,Chile-SUBPESCA-CH-N,Chile,SUBPESCA,CH-N,Northern Chile,NA
RSROCKBCWN,166736,Sebastes proriger,Redstripe rockfish,Canada-DFO-BCWN,Canada,DFO,BCWN,British Columbia Waters North,NA
RSROCKBCWS,166736,Sebastes proriger,Redstripe rockfish,Canada-DFO-BCWS,Canada,DFO,BCWS,British Columbia Waters South,NA
RSSOLENPAC,172864,Clidoderma asperrimum,Roughscale sole,Japan-FAJ-NPAC,Japan,FAJ,NPAC,North Pacific,NA
SAABALONESA,-995,Haliotis midae,South African abalone,South Africa-DETMCM-SA,South Africa,DETMCM,SA,South Africa,NA
SABLEFEBSAIGA,167123,Anoplopoma fimbria,Sablefish,USA-NMFS-EBSAIGA,USA,NMFS,EBSAIGA,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,NA
SABLEFPCAN,167123,Anoplopoma fimbria,Sablefish,Canada-DFO-PCOAST,Canada,DFO,PCOAST,Pacific Coast of Canada,NA
SABLEFPCOAST,167123,Anoplopoma fimbria,Sablefish,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
SAILEATL,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-EATL,multinational,ICCAT,EATL,Eastern Atlantic,NA
SAILWATL,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-WATL,multinational,ICCAT,WATL,Western Atlantic,NA
SARDBC,161729,Sardinops sagax,Pacific sardine,Canada-DFO-PCOAST,Canada,DFO,PCOAST,Pacific Coast of Canada,NA
SARDINCWAGAB-AGO,-990,Sardinella spp,Sardinella,multinational-FAO-CWAGAB-AGO,multinational,FAO,CWAGAB-AGO,Central West Africa Gabon-Angola,NA
SARDINCWAGNB-LBR,-990,Sardinella spp,Sardinella,multinational-FAO-CWAGNB-LBR,multinational,FAO,CWAGNB-LBR,Central West Africa Guinea Bissau-Liberia,NA
SARDINNWA,-990,Sardinella spp,Sardinella,multinational-FAO-NWA,multinational,FAO,NWA,North West Africa,NA
SARDMEDGSA1,161813,Sardina pilchardus,European pilchard,multinational-GFCM-GSA1,multinational,GFCM,GSA1,Northern Alboran Sea,NA
SARDMEDGSA16,161813,Sardina pilchardus,Sardine,multinational-GFCM-GSA16,multinational,GFCM,GSA16,South of Sicily,NA
SARDMEDGSA17,161813,Sardina pilchardus,Sardine,multinational-GFCM-GSA17,multinational,GFCM,GSA17,Northern Adriatic Sea,NA
SARDMEDGSA17-18,161813,Sardina pilchardus,Sardine,multinational-GFCM-GSA17-18,multinational,GFCM,GSA17-18,"Adriatic Sea (GSA 17,18)",NA
SARDMEDGSA20,161813,Sardina pilchardus,European pilchard,multinational-GFCM-GSA20,multinational,GFCM,GSA20,Eastern Ionian Sea,NA
SARDMEDGSA22,161813,Sardina pilchardus,European pilchard,multinational-GFCM-GSA22,multinational,GFCM,GSA22,Aegean Sea,NA
SARDMEDGSA6,161813,Sardina pilchardus,European pilchard,multinational-GFCM-GSA6,multinational,GFCM,GSA6,Northern Spain,NA
SARDMEDGSA7,161813,Sardina pilchardus,Sardine,multinational-GFCM-GSA7,multinational,GFCM,GSA7,Gulf of Lions,NA
SARDMEDGSA9,161813,Sardina pilchardus,European pilchard,multinational-GFCM-GSA9,multinational,GFCM,GSA9,Ligurian and North Tyrrhenian Sea,NA
SARDNWAZAB,161813,Sardina pilchardus,Sardine,multinational-FAO-NWAZAB,multinational,FAO,NWAZAB,North West Africa Zone A+B,NA
SARDNWAZC,161813,Sardina pilchardus,Sardine,multinational-FAO-NWAZC,multinational,FAO,NWAZC,North West Africa Zone C,NA
SARDPCOAST,161729,Sardinops sagax,Pacific sardine,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
SARDPVIIIc-IXa,161813,Sardina pilchardus,Sardine,multinational-ICES-VIIIc-IXa,multinational,ICES,VIIIc-IXa,ICES 8c-9a,NA
SARDSA,161729,Sardinops sagax,Sardine,South Africa-DETMCM-SA,South Africa,DETMCM,SA,South Africa,NA
SARDSAS,161729,Sardinops sagax,Sardine,South Africa-DETMCM-SAS,South Africa,DETMCM,SAS,South Africa (South Component),NA
SARDSAW,161729,Sardinops sagax,Sardine,South Africa-DETMCM-SAW,South Africa,DETMCM,SAW,South Africa (West Component),NA
SARDVII,161813,Sardina pilchardus,Sardine,multinational-ICES-VII,multinational,ICES,VII,ICES 7,NA
SARDVIIIabd,161813,Sardina pilchardus,Sardine,multinational-ICES-VIIIabd,multinational,ICES,VIIIabd,ICES 8abd,NA
SARDVII-VIIIabd,161813,Sardina pilchardus,Sardine,multinational-ICES-VII-VIIIabd,multinational,ICES,VII-VIIIabd,ICES 7-8abd,NA
SARDWSE,161729,Sardinops sagax,Sardine,Australia-SARDI-WSE,Australia,SARDI,WSE,Western half of Southeast Australia,NA
SAURNWPAC,165609,Cololabis saira,Pacific saury,multinational-NPFC-NWPAC,multinational,NPFC,NWPAC,Northwest Pacific,NA
SBARSHARATL,160289,Carcharhinus plumbeus,Sandbar shark,USA-NMFS-ATL,USA,NMFS,ATL,Atlantic,NA
SBELLYROCKPCOAST,166725,Sebastes jordani,Shortbelly rockfish,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
SBREAMCH,168307,Epigonus crassicaudus,Deepwater cardinalfish,multinational-SPRFMO-CHL,multinational,SPRFMO,CHL,Chile,NA
SBT,172431,Thunnus maccoyii,Southern bluefin tuna,multinational-CCSBT-SO,multinational,CCSBT,SO,Southern Oceans,NA
SBWHITACIR,164775,Micromesistius australis,Southern blue whiting,New Zealand-MFish-CIR,New Zealand,MFish,CIR,Campbell Island Rise,NA
SBWHITARGS,164775,Micromesistius australis,Southern blue whiting,Argentina-CFP-ARG-S,Argentina,CFP,ARG-S,Southern Argentina,NA
SBWHITCH,164775,Micromesistius australis,Southern blue whiting,Chile-SUBPESCA-CH-CS,Chile,SUBPESCA,CH-CS,Central-Southern Chile,NA
SCADSPPCWAGNB-LBR,-962,Decapterus spp,Scad spp,multinational-FAO-CWAGNB-LBR,multinational,FAO,CWAGNB-LBR,Central West Africa Guinea Bissau-Liberia,NA
SCALL3Ps,79718,Placopecten magellanicus,Sea scallop,Canada-DFO-3Ps,Canada,DFO,3Ps,St. Pierre Bank,NA
SCALL4T,79718,Placopecten magellanicus,Sea scallop,Canada-DFO-4T,Canada,DFO,4T,Southern Gulf of St. Lawrence,NA
SCALL5ZMAB,79718,Placopecten magellanicus,Sea scallop,USA-NMFS-5ZMAB,USA,NMFS,5ZMAB,Georges Bank and Mid-Atlantic Bight,NA
SCALLGB,79718,Placopecten magellanicus,Sea scallop,Canada-DFO-5Z,Canada,DFO,5Z,Georges Bank,NA
SCALLNBB,79718,Placopecten magellanicus,Sea scallop,Canada-DFO-NBB,Canada,DFO,NBB,North Brown Bank,NA
SCALLSFA16-20,79718,Placopecten magellanicus,Sea scallop,Canada-DFO-SCFA16-20,Canada,DFO,SCFA16-20,Scallop Fishing Areas 16-20,NA
SCALLSPA1-6,79718,Placopecten magellanicus,Sea scallop,Canada-DFO-SPA1-6,Canada,DFO,SPA1-6,Bay of Fundy (SPA 1-6),NA
SCALLWSFA29,79718,Placopecten magellanicus,Sea scallop,Canada-DFO-WSFA29,Canada,DFO,WSFA29,West Scallop Fishing Area 29,NA
SCHHEADATL,160508,Sphyrna lewini,Scalloped hammerhead,USA-NMFS-ATL,USA,NMFS,ATL,Atlantic,NA
SCMPBP,552935,Metanephrops challengeri,Scampi,New Zealand-MFish-BOP,New Zealand,MFish,BOP,Bay of Plenty,NA
SCMPMB,552935,Metanephrops challengeri,Scampi,New Zealand-MFish-MB,New Zealand,MFish,MB,Mernoo Bank,NA
SCMPWHB,552935,Metanephrops challengeri,Scampi,New Zealand-MFish-WHB,New Zealand,MFish,WHB,Wairarapa/Hawke Bay,NA
SCUPNWATLC,169182,Stenotomus chrysops,Scup,USA-NMFS-NWATLC,USA,NMFS,NWATLC,Northwestern Atlantic Coast,NA
SDOG4VWX5,160617,Squalus acanthias,Spiny dogfish,Canada-DFO-4VWX5,Canada,DFO,4VWX5,"Scotian Shelf, Bay of Fundy and Georges Bank",NA
SDOGATLC,160617,Squalus acanthias,Spiny dogfish,USA-NMFS-ATLC,USA,NMFS,ATLC,Atlantic Coast,NA
SDOGBLKGSA29,160617,Squalus acanthias,Spiny dogfish,multinational-GFCM-GSA29,multinational,GFCM,GSA29,Black Sea,NA
SDRAYVI-VII,564128,Leucoraja circularis,Sandy ray,multinational-ICES-VI-VII,multinational,ICES,VI-VII,ICES 6-7,NA
SEELNSSA1,171671,Ammodytes spp,Sand eel,multinational-ICES-SA1,multinational,ICES,SA1,Sandeel Area 1,NA
SEELNSSA2,171671,Ammodytes spp,Sand eel,multinational-ICES-SA2,multinational,ICES,SA2,Sandeel Area 2,NA
SEELNSSA3,171671,Ammodytes spp,Sand eel,multinational-ICES-SA3,multinational,ICES,SA3,Sandeel Area 3,NA
SEELNSSA4,171671,Ammodytes spp,Sand eel,multinational-ICES-SA4,multinational,ICES,SA4,Sandeel Area 4,NA
SEELNSSA5,171671,Ammodytes spp,Sand eel,multinational-ICES-SA5,multinational,ICES,SA5,Sandeel Area 5,NA
SEELNSSA6,171671,Ammodytes spp,Sand eel,multinational-ICES-SA6,multinational,ICES,SA6,Sandeel Area 6,NA
SEELNSSA7,171671,Ammodytes spp,Sand eel,multinational-ICES-SA7,multinational,ICES,SA7,Sandeel Area 7,NA
SEELVIa,171671,Ammodytes spp,Sand eel,multinational-ICES-VIa,multinational,ICES,VIa,West of Scotland,Clyde herring
SERAYVIIde,160882,Raja microocellata,Smalleyed ray,multinational-ICES-VIIde,multinational,ICES,VIIde,ICES 7de,NA
SERAYVIIf-g,160882,Raja microocellata,Smalleyed ray,multinational-ICES-VIIf-g,multinational,ICES,VIIf-g,Celtic Sea,NA
SFLOUNMATLC,172735,Paralichthys dentatus,Summer flounder,USA-NMFS-MATLC,USA,NMFS,MATLC,Mid-Atlantic Coast,NA
SFMAKONPAC,159924,Isurus oxyrinchus,Shortfin mako,USA-NMFS-NPAC,USA,NMFS,NPAC,North Pacific,NA
SFMAKONWPAC,159924,Isurus oxyrinchus,Shortfin mako,multinational-UNKNOWN-NWPAC,multinational,UNKNOWN,NWPAC,Nothwest Pacific Ocean,NA
SGRAYVI-VII,564134,Leucoraja fullonica,Shagreen ray,multinational-ICES-VI-VII,multinational,ICES,VI-VII,ICES 6-7,NA
SHAKE4VWX,164791,Merluccius bilinearis,Silver hake,Canada-DFO-4VWX,Canada,DFO,4VWX,Scotian Shelf and Bay of Fundy,NA
SHAKEGOMNGB,164791,Merluccius bilinearis,Silver hake,USA-NMFS-5YZ,USA,NMFS,5YZ,Gulf of Maine / Georges Bank,NA
SHAKESGBMATL,164791,Merluccius bilinearis,Silver hake,USA-NMFS-SGBMATL,USA,NMFS,SGBMATL,Southern Georges Bank / Mid-Atlantic,NA
SHAKOIMKB,-964,Oratosquilla oratoria,Shako,Japan-FAJ-IMKB,Japan,FAJ,IMKB,Ise and Mikawa Bay,NA
SHCROCKPCOAST,166744,Sebastes zacentrus,Sharpchin rockfish,USA-NMFS-PCOAST,USA,NMFS,PCOAST,Pacific Coast,NA
SHSPPNEATL,160226,Mustelus spp,Smooth hound,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-X-XII-XIV,multinational,ICES,I-II-III-IV-V-VI-VII-VIII-IX-X-XII-XIV,Northeast Atlantic,NA
SILVERFISHSE,172534,Seriolella punctata,Silverfish,Australia-AFMA-SE,Australia,AFMA,SE,Southeast Australia,NA
SKJCIO,172401,Katsuwonus pelamis,Skipjack tuna,multinational-IOTC-IO,multinational,IOTC,IO,Indian Ocean,NA
SKJCWPAC,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,multinational,WCPFC,CWPAC,Central Western Pacific Ocean,NA
SKJEATL,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-EATL,multinational,ICCAT,EATL,Eastern Atlantic,NA
SKJEPAC,172401,Katsuwonus pelamis,Skipjack tuna,multinational-IATTC-EPAC,multinational,IATTC,EPAC,Eastern Pacific,NA
SKJWATL,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-WATL,multinational,ICCAT,WATL,Western Atlantic,NA
SKSNAPCARIB,168861,Lutjanus vivanus,Silk snapper,USA-NMFS-CARIB,USA,NMFS,CARIB,Caribbean,NA
